Year,Month,Condition,Age Group,COVID-19 Deaths
2023,2,Other diseases of the respiratory system,55-64,67
2023,3,Other diseases of the respiratory system,55-64,24
2020,1,Other diseases of the respiratory system,65-74,0
2020,2,Other diseases of the respiratory system,65-74,0
2020,3,Other diseases of the respiratory system,65-74,63
2020,4,Other diseases of the respiratory system,65-74,367
2020,5,Other diseases of the respiratory system,65-74,256
2020,6,Other diseases of the respiratory system,65-74,177
2020,7,Other diseases of the respiratory system,65-74,290
2020,8,Other diseases of the respiratory system,65-74,308
2020,9,Other diseases of the respiratory system,65-74,247
2020,10,Other diseases of the respiratory system,65-74,301
2020,11,Other diseases of the respiratory system,65-74,506
2020,12,Other diseases of the respiratory system,65-74,957
2021,1,Other diseases of the respiratory system,65-74,1146
2021,2,Other diseases of the respiratory system,65-74,721
2021,3,Other diseases of the respiratory system,65-74,408
2021,4,Other diseases of the respiratory system,65-74,286
2021,5,Other diseases of the respiratory system,65-74,243
2021,6,Other diseases of the respiratory system,65-74,182
2021,7,Other diseases of the respiratory system,65-74,166
2021,8,Other diseases of the respiratory system,65-74,527
2021,9,Other diseases of the respiratory system,65-74,790
2021,10,Other diseases of the respiratory system,65-74,645
2021,11,Other diseases of the respiratory system,65-74,521
2021,12,Other diseases of the respiratory system,65-74,663
2022,1,Other diseases of the respiratory system,65-74,1117
2022,2,Other diseases of the respiratory system,65-74,940
2022,3,Other diseases of the respiratory system,65-74,406
2022,4,Other diseases of the respiratory system,65-74,168
2022,5,Other diseases of the respiratory system,65-74,156
2022,6,Other diseases of the respiratory system,65-74,169
2022,7,Other diseases of the respiratory system,65-74,218
2022,8,Other diseases of the respiratory system,65-74,230
2022,9,Other diseases of the respiratory system,65-74,202
2022,10,Other diseases of the respiratory system,65-74,182
2022,11,Other diseases of the respiratory system,65-74,154
2022,12,Other diseases of the respiratory system,65-74,235
2023,1,Other diseases of the respiratory system,65-74,244
2023,2,Other diseases of the respiratory system,65-74,160
2023,3,Other diseases of the respiratory system,65-74,70
2020,1,Other diseases of the respiratory system,75-84,0
2020,2,Other diseases of the respiratory system,75-84,0
2020,3,Other diseases of the respiratory system,75-84,59
2020,4,Other diseases of the respiratory system,75-84,578
2020,5,Other diseases of the respiratory system,75-84,331
2020,6,Other diseases of the respiratory system,75-84,177
2020,7,Other diseases of the respiratory system,75-84,328
2020,8,Other diseases of the respiratory system,75-84,341
2020,9,Other diseases of the respiratory system,75-84,262
2020,10,Other diseases of the respiratory system,75-84,325
2020,11,Other diseases of the respiratory system,75-84,649
2020,12,Other diseases of the respiratory system,75-84,1099
2021,1,Other diseases of the respiratory system,75-84,1313
2021,2,Other diseases of the respiratory system,75-84,763
2021,3,Other diseases of the respiratory system,75-84,407
2021,4,Other diseases of the respiratory system,75-84,275
2021,5,Other diseases of the respiratory system,75-84,227
2021,6,Other diseases of the respiratory system,75-84,136
2021,7,Other diseases of the respiratory system,75-84,154
2021,8,Other diseases of the respiratory system,75-84,444
2021,9,Other diseases of the respiratory system,75-84,633
2021,10,Other diseases of the respiratory system,75-84,521
2021,11,Other diseases of the respiratory system,75-84,399
2021,12,Other diseases of the respiratory system,75-84,555
2022,1,Other diseases of the respiratory system,75-84,1244
2022,2,Other diseases of the respiratory system,75-84,971
2022,3,Other diseases of the respiratory system,75-84,393
2022,4,Other diseases of the respiratory system,75-84,168
2022,5,Other diseases of the respiratory system,75-84,184
2022,6,Other diseases of the respiratory system,75-84,258
2022,7,Other diseases of the respiratory system,75-84,318
2022,8,Other diseases of the respiratory system,75-84,372
2022,9,Other diseases of the respiratory system,75-84,259
2022,10,Other diseases of the respiratory system,75-84,236
2022,11,Other diseases of the respiratory system,75-84,240
2022,12,Other diseases of the respiratory system,75-84,363
2023,1,Other diseases of the respiratory system,75-84,388
2023,2,Other diseases of the respiratory system,75-84,271
2023,3,Other diseases of the respiratory system,75-84,109
2020,1,Other diseases of the respiratory system,85+,0
2020,2,Other diseases of the respiratory system,85+,0
2020,3,Other diseases of the respiratory system,85+,75
2020,4,Other diseases of the respiratory system,85+,716
2020,5,Other diseases of the respiratory system,85+,451
2020,6,Other diseases of the respiratory system,85+,192
2020,7,Other diseases of the respiratory system,85+,301
2020,8,Other diseases of the respiratory system,85+,296
2020,9,Other diseases of the respiratory system,85+,230
2020,10,Other diseases of the respiratory system,85+,284
2020,11,Other diseases of the respiratory system,85+,547
2020,12,Other diseases of the respiratory system,85+,1029
2021,1,Other diseases of the respiratory system,85+,968
2021,2,Other diseases of the respiratory system,85+,516
2021,3,Other diseases of the respiratory system,85+,268
2021,4,Other diseases of the respiratory system,85+,204
2021,5,Other diseases of the respiratory system,85+,133
2021,6,Other diseases of the respiratory system,85+,88
2021,7,Other diseases of the respiratory system,85+,98
2021,8,Other diseases of the respiratory system,85+,306
2021,9,Other diseases of the respiratory system,85+,369
2021,10,Other diseases of the respiratory system,85+,326
2021,11,Other diseases of the respiratory system,85+,299
2021,12,Other diseases of the respiratory system,85+,367
2022,1,Other diseases of the respiratory system,85+,977
2022,2,Other diseases of the respiratory system,85+,720
2022,3,Other diseases of the respiratory system,85+,299
2022,4,Other diseases of the respiratory system,85+,152
2022,5,Other diseases of the respiratory system,85+,211
2022,6,Other diseases of the respiratory system,85+,290
2022,7,Other diseases of the respiratory system,85+,342
2022,8,Other diseases of the respiratory system,85+,381
2022,9,Other diseases of the respiratory system,85+,295
2022,10,Other diseases of the respiratory system,85+,282
2022,11,Other diseases of the respiratory system,85+,258
2022,12,Other diseases of the respiratory system,85+,375
2023,1,Other diseases of the respiratory system,85+,435
2023,2,Other diseases of the respiratory system,85+,260
2023,3,Other diseases of the respiratory system,85+,148
2020,1,Other diseases of the respiratory system,Not stated,0
2020,2,Other diseases of the respiratory system,Not stated,0
2020,3,Other diseases of the respiratory system,Not stated,0
2020,4,Other diseases of the respiratory system,Not stated,0
2020,5,Other diseases of the respiratory system,Not stated,0
2020,6,Other diseases of the respiratory system,Not stated,0
2020,7,Other diseases of the respiratory system,Not stated,0
2020,8,Other diseases of the respiratory system,Not stated,0
2020,9,Other diseases of the respiratory system,Not stated,0
2020,10,Other diseases of the respiratory system,Not stated,0
2020,11,Other diseases of the respiratory system,Not stated,0
2020,12,Other diseases of the respiratory system,Not stated,0
2021,1,Other diseases of the respiratory system,Not stated,0
2021,2,Other diseases of the respiratory system,Not stated,0
2021,3,Other diseases of the respiratory system,Not stated,0
2021,4,Other diseases of the respiratory system,Not stated,0
2021,5,Other diseases of the respiratory system,Not stated,0
2021,6,Other diseases of the respiratory system,Not stated,0
2021,7,Other diseases of the respiratory system,Not stated,0
2021,8,Other diseases of the respiratory system,Not stated,0
2021,9,Other diseases of the respiratory system,Not stated,0
2021,10,Other diseases of the respiratory system,Not stated,0
2021,11,Other diseases of the respiratory system,Not stated,0
2021,12,Other diseases of the respiratory system,Not stated,0
2022,1,Other diseases of the respiratory system,Not stated,1
2022,2,Other diseases of the respiratory system,Not stated,0
2022,3,Other diseases of the respiratory system,Not stated,0
2022,4,Other diseases of the respiratory system,Not stated,0
2022,5,Other diseases of the respiratory system,Not stated,0
2022,6,Other diseases of the respiratory system,Not stated,0
2022,7,Other diseases of the respiratory system,Not stated,0
2022,8,Other diseases of the respiratory system,Not stated,0
2022,9,Other diseases of the respiratory system,Not stated,0
2022,10,Other diseases of the respiratory system,Not stated,0
2022,11,Other diseases of the respiratory system,Not stated,0
2022,12,Other diseases of the respiratory system,Not stated,0
2023,1,Other diseases of the respiratory system,Not stated,0
2023,2,Other diseases of the respiratory system,Not stated,0
2023,3,Other diseases of the respiratory system,Not stated,0
2020,1,Other diseases of the respiratory system,All Ages,1
2020,2,Other diseases of the respiratory system,All Ages,0
2020,3,Other diseases of the respiratory system,All Ages,243
2020,4,Other diseases of the respiratory system,All Ages,1988
2020,5,Other diseases of the respiratory system,All Ages,1277
2020,6,Other diseases of the respiratory system,All Ages,744
2020,7,Other diseases of the respiratory system,All Ages,1267
2020,8,Other diseases of the respiratory system,All Ages,1283
2020,9,Other diseases of the respiratory system,All Ages,958
2020,10,Other diseases of the respiratory system,All Ages,1159
2020,11,Other diseases of the respiratory system,All Ages,2126
2020,12,Other diseases of the respiratory system,All Ages,3906
2021,1,Other diseases of the respiratory system,All Ages,4508
2021,2,Other diseases of the respiratory system,All Ages,2636
2021,3,Other diseases of the respiratory system,All Ages,1502
2021,4,Other diseases of the respiratory system,All Ages,1111
2021,5,Other diseases of the respiratory system,All Ages,961
2021,6,Other diseases of the respiratory system,All Ages,671
2021,7,Other diseases of the respiratory system,All Ages,716
2021,8,Other diseases of the respiratory system,All Ages,2252
2021,9,Other diseases of the respiratory system,All Ages,3466
2021,10,Other diseases of the respiratory system,All Ages,2681
2021,11,Other diseases of the respiratory system,All Ages,1983
2021,12,Other diseases of the respiratory system,All Ages,2483
2022,1,Other diseases of the respiratory system,All Ages,4826
2022,2,Other diseases of the respiratory system,All Ages,3556
2022,3,Other diseases of the respiratory system,All Ages,1510
2022,4,Other diseases of the respiratory system,All Ages,645
2022,5,Other diseases of the respiratory system,All Ages,691
2022,6,Other diseases of the respiratory system,All Ages,857
2022,7,Other diseases of the respiratory system,All Ages,1067
2022,8,Other diseases of the respiratory system,All Ages,1182
2022,9,Other diseases of the respiratory system,All Ages,912
2022,10,Other diseases of the respiratory system,All Ages,838
2022,11,Other diseases of the respiratory system,All Ages,775
2022,12,Other diseases of the respiratory system,All Ages,1119
2023,1,Other diseases of the respiratory system,All Ages,1246
2023,2,Other diseases of the respiratory system,All Ages,790
2023,3,Other diseases of the respiratory system,All Ages,375
2020,1,Hypertensive diseases,0-24,0
2020,2,Hypertensive diseases,0-24,0
2020,3,Hypertensive diseases,0-24,0
2020,4,Hypertensive diseases,0-24,6
2020,5,Hypertensive diseases,0-24,3
2020,6,Hypertensive diseases,0-24,2
2020,7,Hypertensive diseases,0-24,5
2020,8,Hypertensive diseases,0-24,5
2020,9,Hypertensive diseases,0-24,1
2020,10,Hypertensive diseases,0-24,2
2020,11,Hypertensive diseases,0-24,2
2020,12,Hypertensive diseases,0-24,3
2021,1,Hypertensive diseases,0-24,4
2021,2,Hypertensive diseases,0-24,3
2021,3,Hypertensive diseases,0-24,1
2021,4,Hypertensive diseases,0-24,2
2021,5,Hypertensive diseases,0-24,4
2021,6,Hypertensive diseases,0-24,0
2021,7,Hypertensive diseases,0-24,3
2021,8,Hypertensive diseases,0-24,8
2021,9,Hypertensive diseases,0-24,9
2021,10,Hypertensive diseases,0-24,6
2021,11,Hypertensive diseases,0-24,4
2021,12,Hypertensive diseases,0-24,5
2022,1,Hypertensive diseases,0-24,6
2022,2,Hypertensive diseases,0-24,5
2022,3,Hypertensive diseases,0-24,4
2022,4,Hypertensive diseases,0-24,0
2022,5,Hypertensive diseases,0-24,0
2022,6,Hypertensive diseases,0-24,0
2022,7,Hypertensive diseases,0-24,0
2022,8,Hypertensive diseases,0-24,0
2022,9,Hypertensive diseases,0-24,1
2022,10,Hypertensive diseases,0-24,3
2022,11,Hypertensive diseases,0-24,1
2022,12,Hypertensive diseases,0-24,0
2023,1,Hypertensive diseases,0-24,0
2023,2,Hypertensive diseases,0-24,1
2023,3,Hypertensive diseases,0-24,1
2020,1,Hypertensive diseases,25-34,0
2020,2,Hypertensive diseases,25-34,0
2020,3,Hypertensive diseases,25-34,7
2020,4,Hypertensive diseases,25-34,42
2020,5,Hypertensive diseases,25-34,14
2020,6,Hypertensive diseases,25-34,13
2020,7,Hypertensive diseases,25-34,28
2020,8,Hypertensive diseases,25-34,24
2020,9,Hypertensive diseases,25-34,9
2020,10,Hypertensive diseases,25-34,20
2020,11,Hypertensive diseases,25-34,21
2020,12,Hypertensive diseases,25-34,48
2021,1,Hypertensive diseases,25-34,57
2021,2,Hypertensive diseases,25-34,29
2021,3,Hypertensive diseases,25-34,10
2021,4,Hypertensive diseases,25-34,17
2021,5,Hypertensive diseases,25-34,17
2021,6,Hypertensive diseases,25-34,19
2021,7,Hypertensive diseases,25-34,17
2021,8,Hypertensive diseases,25-34,90
2021,9,Hypertensive diseases,25-34,92
2021,10,Hypertensive diseases,25-34,31
2021,11,Hypertensive diseases,25-34,33
2021,12,Hypertensive diseases,25-34,45
2022,1,Hypertensive diseases,25-34,80
2022,2,Hypertensive diseases,25-34,32
2022,3,Hypertensive diseases,25-34,13
2022,4,Hypertensive diseases,25-34,5
2022,5,Hypertensive diseases,25-34,7
2022,6,Hypertensive diseases,25-34,3
2022,7,Hypertensive diseases,25-34,12
2022,8,Hypertensive diseases,25-34,13
2022,9,Hypertensive diseases,25-34,8
2022,10,Hypertensive diseases,25-34,4
2022,11,Hypertensive diseases,25-34,4
2022,12,Hypertensive diseases,25-34,9
2023,1,Hypertensive diseases,25-34,7
2023,2,Hypertensive diseases,25-34,0
2023,3,Hypertensive diseases,25-34,0
2020,1,Hypertensive diseases,35-44,0
2020,2,Hypertensive diseases,35-44,1
2020,3,Hypertensive diseases,35-44,36
2020,4,Hypertensive diseases,35-44,145
2020,5,Hypertensive diseases,35-44,92
2020,6,Hypertensive diseases,35-44,55
2020,7,Hypertensive diseases,35-44,142
2020,8,Hypertensive diseases,35-44,97
2020,9,Hypertensive diseases,35-44,41
2020,10,Hypertensive diseases,35-44,54
2020,11,Hypertensive diseases,35-44,111
2020,12,Hypertensive diseases,35-44,199
2021,1,Hypertensive diseases,35-44,217
2021,2,Hypertensive diseases,35-44,87
2021,3,Hypertensive diseases,35-44,82
2021,4,Hypertensive diseases,35-44,82
2021,5,Hypertensive diseases,35-44,53
2021,6,Hypertensive diseases,35-44,42
2021,7,Hypertensive diseases,35-44,79
2021,8,Hypertensive diseases,35-44,329
2021,9,Hypertensive diseases,35-44,379
2021,10,Hypertensive diseases,35-44,188
2021,11,Hypertensive diseases,35-44,127
2021,12,Hypertensive diseases,35-44,222
2022,1,Hypertensive diseases,35-44,289
2022,2,Hypertensive diseases,35-44,139
2022,3,Hypertensive diseases,35-44,43
2022,4,Hypertensive diseases,35-44,24
2022,5,Hypertensive diseases,35-44,17
2022,6,Hypertensive diseases,35-44,25
2022,7,Hypertensive diseases,35-44,34
2022,8,Hypertensive diseases,35-44,40
2022,9,Hypertensive diseases,35-44,21
2022,10,Hypertensive diseases,35-44,14
2022,11,Hypertensive diseases,35-44,18
2022,12,Hypertensive diseases,35-44,30
2023,1,Hypertensive diseases,35-44,18
2023,2,Hypertensive diseases,35-44,16
2023,3,Hypertensive diseases,35-44,5
2020,1,Hypertensive diseases,45-54,0
2020,2,Hypertensive diseases,45-54,0
2020,3,Hypertensive diseases,45-54,91
2020,4,Hypertensive diseases,45-54,512
2020,5,Hypertensive diseases,45-54,319
2020,6,Hypertensive diseases,45-54,190
2020,7,Hypertensive diseases,45-54,459
2020,8,Hypertensive diseases,45-54,292
2020,9,Hypertensive diseases,45-54,147
2020,10,Hypertensive diseases,45-54,165
2020,11,Hypertensive diseases,45-54,356
2020,12,Hypertensive diseases,45-54,650
2021,1,Hypertensive diseases,45-54,719
2021,2,Hypertensive diseases,45-54,406
2021,3,Hypertensive diseases,45-54,235
2021,4,Hypertensive diseases,45-54,250
2021,5,Hypertensive diseases,45-54,220
2021,6,Hypertensive diseases,45-54,102
2021,7,Hypertensive diseases,45-54,189
2021,8,Hypertensive diseases,45-54,825
2021,9,Hypertensive diseases,45-54,962
2021,10,Hypertensive diseases,45-54,564
2021,11,Hypertensive diseases,45-54,342
2021,12,Hypertensive diseases,45-54,518
2022,1,Hypertensive diseases,45-54,860
2022,2,Hypertensive diseases,45-54,344
2022,3,Hypertensive diseases,45-54,111
2022,4,Hypertensive diseases,45-54,60
2022,5,Hypertensive diseases,45-54,49
2022,6,Hypertensive diseases,45-54,62
